Year,Municipality,Population,Mortality_per_1000,Infant_mortality_per_1000,Births_per_1000,Unemployed_total,Average_income,Pharmacies_total,Crime_type,Crimes,Marriages_per_1000,Divorces_per_1000
2024.0,Miranda Do Corvo,12269.0,14.1,0.0,5.6,301.0,1098.0,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.5,2.0
2024.0,Miranda Do Corvo,12269.0,14.1,0.0,5.6,301.0,1098.0,3.0,Contra Animais Companhia,4.0,2.5,2.0
2024.0,Miranda Do Corvo,12269.0,14.1,0.0,5.6,301.0,1098.0,3.0,Legislacao Avulsa E Outros,,2.5,2.0
2024.0,Miranda Do Corvo,12269.0,14.1,0.0,5.6,301.0,1098.0,3.0,Total,205.0,2.5,2.0
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Contra As Pessoas,61.0,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Contra O Patrimonio,67.0,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Contra A Vida Em Sociedade,44.0,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Contra O Estado,,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Contra Animais Companhia,,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Legislacao Avulsa E Outros,10.0,1.3,0.8
2024.0,Miranda Do Douro,6220.0,19.7,0.0,3.2,157.0,1046.2,2.0,Total,187.0,1.3,0.8
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Contra As Pessoas,228.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Contra O Patrimonio,223.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Contra A Vida Em Sociedade,79.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Contra O Estado,11.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Contra Animais Companhia,7.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Legislacao Avulsa E Outros,44.0,2.5,1.5
2024.0,Mirandela,21344.0,13.4,9.2,5.1,756.0,1135.7,7.0,Total,593.0,2.5,1.5
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Contra As Pessoas,39.0,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Contra O Patrimonio,54.0,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Contra A Vida Em Sociedade,17.0,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Contra O Estado,,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Contra Animais Companhia,,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Legislacao Avulsa E Outros,5.0,3.0,0.6
2024.0,Mogadouro,8169.0,18.9,0.0,6.1,294.0,1045.9,2.0,Total,118.0,3.0,0.6
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Contra As Pessoas,92.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Contra O Patrimonio,87.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Contra A Vida Em Sociedade,82.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Contra O Estado,4.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Contra Animais Companhia,7.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Legislacao Avulsa E Outros,22.0,3.1,2.2
2024.0,Moimenta Da Beira,9776.0,13.7,14.3,7.2,642.0,1041.0,3.0,Total,294.0,3.1,2.2
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Contra As Pessoas,689.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Contra O Patrimonio,1226.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Contra A Vida Em Sociedade,259.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Contra O Estado,43.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,"Contra A Identidade Cultural, Integridade Pessoal",5.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Contra Animais Companhia,10.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Legislacao Avulsa E Outros,171.0,3.6,2.0
2024.0,Moita,70399.0,11.2,3.9,11.0,2704.0,1257.8,16.0,Total,2403.0,3.6,2.0
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Contra As Pessoas,70.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Contra O Patrimonio,142.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Contra A Vida Em Sociedade,82.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Contra O Estado,3.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Contra Animais Companhia,0.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Legislacao Avulsa E Outros,32.0,4.1,1.1
2024.0,Moncao,18004.0,18.4,0.0,5.8,306.0,1139.3,6.0,Total,329.0,4.1,1.1
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Contra As Pessoas,57.0,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Contra O Patrimonio,86.0,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Contra A Vida Em Sociedade,27.0,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Contra O Estado,4.0,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Contra Animais Companhia,,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Legislacao Avulsa E Outros,,22.1,1.3
2024.0,Monchique,5337.0,17.8,21.7,8.6,113.0,1106.7,3.0,Total,178.0,22.1,1.3
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Contra As Pessoas,61.0,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Contra O Patrimonio,62.0,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Contra A Vida Em Sociedade,25.0,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Contra O Estado,,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Contra Animais Companhia,0.0,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Legislacao Avulsa E Outros,,4.5,1.2
2024.0,Mondim De Basto,6394.0,13.6,0.0,5.3,236.0,976.1,2.0,Total,152.0,4.5,1.2
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Contra As Pessoas,19.0,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Contra O Patrimonio,32.0,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Contra A Vida Em Sociedade,,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Contra O Estado,,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Contra Animais Companhia,0.0,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Legislacao Avulsa E Outros,3.0,3.0,0.7
2024.0,Monforte,3017.0,11.0,0.0,8.6,182.0,1201.1,4.0,Total,65.0,3.0,0.7
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Contra As Pessoas,94.0,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Contra O Patrimonio,61.0,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Contra A Vida Em Sociedade,86.0,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Contra O Estado,,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,"Contra A Identidade Cultural, Integridade Pessoal",,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Contra Animais Companhia,,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Legislacao Avulsa E Outros,9.0,0.3,1.2
2024.0,Montalegre,9100.0,19.4,0.0,3.2,265.0,1054.8,5.0,Total,254.0,0.3,1.2
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Contra As Pessoas,142.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Contra O Patrimonio,264.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Contra A Vida Em Sociedade,80.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Contra O Estado,17.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Contra Animais Companhia,5.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Legislacao Avulsa E Outros,28.0,2.6,1.4
2024.0,Montemor-O-Novo,15912.0,16.4,0.0,7.5,242.0,1187.0,11.0,Total,536.0,2.6,1.4
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Contra As Pessoas,106.0,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Contra O Patrimonio,237.0,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Contra A Vida Em Sociedade,56.0,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Contra O Estado,,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Contra Animais Companhia,,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Legislacao Avulsa E Outros,18.0,3.3,1.2
2024.0,Montemor-O-Velho,25131.0,13.5,0.0,7.1,563.0,1195.2,11.0,Total,425.0,3.3,1.2
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Contra As Pessoas,639.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Contra O Patrimonio,1300.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Contra A Vida Em Sociedade,177.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Contra O Estado,30.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Contra Animais Companhia,21.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Legislacao Avulsa E Outros,157.0,2.7,1.6
2024.0,Montijo,60612.0,9.2,3.2,10.3,2091.0,1206.1,14.0,Total,2324.0,2.7,1.6
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Contra As Pessoas,40.0,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Contra O Patrimonio,57.0,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Contra A Vida Em Sociedade,14.0,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Contra O Estado,0.0,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Contra Animais Companhia,,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Legislacao Avulsa E Outros,,3.8,1.4
2024.0,Mora,4161.0,19.2,0.0,5.8,61.0,1142.3,5.0,Total,118.0,3.8,1.4
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Contra As Pessoas,86.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Contra O Patrimonio,98.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Contra A Vida Em Sociedade,21.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Contra O Estado,0.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Contra Animais Companhia,0.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Legislacao Avulsa E Outros,4.0,2.8,1.1
2024.0,Mortagua,9104.0,17.3,0.0,5.0,106.0,1337.1,4.0,Total,210.0,2.8,1.1
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Contra As Pessoas,108.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Contra O Patrimonio,198.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Contra A Vida Em Sociedade,61.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Contra O Estado,10.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Contra Animais Companhia,5.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Legislacao Avulsa E Outros,39.0,3.3,1.4
2024.0,Moura,13331.0,15.2,0.0,8.9,894.0,1137.2,11.0,Total,421.0,3.3,1.4
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Contra As Pessoas,43.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Contra O Patrimonio,75.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Contra A Vida Em Sociedade,26.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Contra O Estado,6.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Contra Animais Companhia,0.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Legislacao Avulsa E Outros,7.0,0.8,1.2
2024.0,Mourao,2432.0,21.4,0.0,7.4,175.0,1142.2,2.0,Total,157.0,0.8,1.2
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Contra As Pessoas,45.0,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Contra O Patrimonio,37.0,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Contra A Vida Em Sociedade,,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Contra O Estado,,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Contra Animais Companhia,0.0,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Legislacao Avulsa E Outros,,4.6,2.3
2024.0,Murca,5229.0,20.8,0.0,4.0,332.0,1150.0,2.0,Total,112.0,4.6,2.3
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Contra As Pessoas,151.0,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Contra O Patrimonio,129.0,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Contra A Vida Em Sociedade,54.0,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Contra O Estado,,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,"Contra A Identidade Cultural, Integridade Pessoal",,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Contra Animais Companhia,,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Legislacao Avulsa E Outros,7.0,8.8,1.6
2024.0,Murtosa,11360.0,11.3,0.0,7.2,199.0,1125.2,4.0,Total,355.0,8.8,1.6
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Contra As Pessoas,184.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Contra O Patrimonio,304.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Contra A Vida Em Sociedade,58.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Contra O Estado,10.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,"Contra A Identidade Cultural, Integridade Pessoal",3.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Contra Animais Companhia,4.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Legislacao Avulsa E Outros,41.0,10.0,1.4
2024.0,Nazare,15856.0,11.2,0.0,8.6,384.0,1225.7,6.0,Total,604.0,10.0,1.4
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Contra As Pessoas,100.0,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Contra O Patrimonio,161.0,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Contra A Vida Em Sociedade,46.0,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Contra O Estado,,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Contra Animais Companhia,,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Legislacao Avulsa E Outros,13.0,2.3,1.2
2024.0,Nelas,13508.0,13.7,0.0,7.2,368.0,1305.6,6.0,Total,333.0,2.3,1.2
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Contra As Pessoas,57.0,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Contra O Patrimonio,73.0,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Contra A Vida Em Sociedade,21.0,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Contra O Estado,,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Contra Animais Companhia,,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Legislacao Avulsa E Outros,9.0,2.3,1.4
2024.0,Nisa,5633.0,32.2,0.0,5.3,176.0,1036.6,5.0,Total,165.0,2.3,1.4
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Contra As Pessoas,55.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Contra O Patrimonio,37.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Contra A Vida Em Sociedade,10.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Contra O Estado,8.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Contra Animais Companhia,0.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Legislacao Avulsa E Outros,10.0,4.3,1.8
2024.0,Nordeste,4439.0,12.4,0.0,5.9,,1005.8,2.0,Total,120.0,4.3,1.8
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Contra As Pessoas,76.0,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Contra O Patrimonio,169.0,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Contra A Vida Em Sociedade,67.0,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Contra O Estado,,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,"Contra A Identidade Cultural, Integridade Pessoal",,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Contra Animais Companhia,,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Legislacao Avulsa E Outros,45.0,5.1,1.2
2024.0,Obidos,13720.0,11.9,12.3,6.0,202.0,1242.8,5.0,Total,365.0,5.1,1.2
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Contra As Pessoas,217.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Contra O Patrimonio,361.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Contra A Vida Em Sociedade,166.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Contra O Estado,20.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Contra Animais Companhia,5.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Legislacao Avulsa E Outros,81.0,1.3,0.9
2024.0,Odemira,33866.0,11.2,6.6,9.0,2437.0,1077.7,12.0,Total,850.0,1.3,0.9
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Contra As Pessoas,705.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Contra O Patrimonio,1592.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Contra A Vida Em Sociedade,325.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Contra O Estado,43.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,"Contra A Identidade Cultural, Integridade Pessoal",4.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Contra Animais Companhia,17.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Legislacao Avulsa E Outros,117.0,,1.3
2024.0,Odivelas,156278.0,8.9,4.4,11.7,4075.0,1185.9,36.0,Total,2803.0,,1.3
2024.0,Oeiras,177866.0,9.6,2.9,7.8,3933.0,2104.8,51.0,Contra As Pessoas,1218.0,4.2,1.3
2024.0,Oeiras,177866.0,9.6,2.9,7.8,3933.0,2104.8,51.0,Contra O Patrimonio,2779.0,4.2,1.3
2024.0,Oeiras,177866.0,9.6,2.9,7.8,3933.0,2104.8,51.0,Contra A Vida Em Sociedade,373.0,4.2,1.3
